start_lat,start_long,end_lat,end_long,start_time,end_time,start_index,end_index,mode,middle_point
43.2595688,-79.9199306,43.2551436,-79.9195022,2023-03-17 12:59:50.277000+00:00,2023-03-17 17:17:12.423000+00:00,0,234,mode.STOP,117.0
