start_lat,start_long,end_lat,end_long,start_time,end_time,total_time,total_distance,velocity,start_index,end_index
43.2530487,-79.9200733,43.2530402,-79.9200829,2023-03-18 04:01:01.819000+00:00,2023-03-18 04:00:00.643000+00:00,61.176,1.2245383087007198,0.020016645558727602,0,1
43.253056,-79.9200965,43.2530487,-79.9200733,2023-03-18 04:02:03.082000+00:00,2023-03-18 04:01:01.819000+00:00,61.263,2.051116750682618,0.03348051435095601,1,2
43.253043,-79.9200822,43.253056,-79.9200965,2023-03-18 04:03:04.231000+00:00,2023-03-18 04:02:03.082000+00:00,61.149,1.8532112005616717,0.030306484170823263,2,3
43.2530291,-79.9200671,43.253043,-79.9200822,2023-03-18 04:04:05.466000+00:00,2023-03-18 04:03:04.231000+00:00,61.235,1.9718792763832265,0.032201833532836226,3,4
43.2530711,-79.9200973,43.2530291,-79.9200671,2023-03-18 04:05:06.652000+00:00,2023-03-18 04:04:05.466000+00:00,61.186,5.271319687289159,0.08615238269030757,4,5
43.2530501,-79.920088,43.2530711,-79.9200973,2023-03-18 04:06:07.870000+00:00,2023-03-18 04:05:06.652000+00:00,61.218,2.452238056359035,0.040057467678771524,5,6
43.253052,-79.9200735,43.2530501,-79.920088,2023-03-18 04:07:09.134000+00:00,2023-03-18 04:06:07.870000+00:00,61.264,1.1962513463528879,0.019526171101346433,6,7
43.25303,-79.9200777,43.253052,-79.9200735,2023-03-18 04:08:10.360000+00:00,2023-03-18 04:07:09.134000+00:00,61.226,2.467830432247598,0.040306902823107796,7,8
43.253014,-79.9200483,43.25303,-79.9200777,2023-03-18 04:09:11.515000+00:00,2023-03-18 04:08:10.360000+00:00,61.155,2.976511205625987,0.04867159194875295,8,9
43.2530276,-79.9200801,43.253014,-79.9200483,2023-03-18 04:10:12.742000+00:00,2023-03-18 04:09:11.515000+00:00,61.227,2.991884375538059,0.04886544131736095,9,10
43.2530621,-79.9200653,43.2530276,-79.9200801,2023-03-18 04:11:13.607000+00:00,2023-03-18 04:10:12.742000+00:00,60.865,4.016878596138301,0.0659965266760585,10,11
43.25302,-79.9200594,43.2530621,-79.9200653,2023-03-18 04:12:14.884000+00:00,2023-03-18 04:11:13.607000+00:00,61.277,4.701686875112116,0.07672841155918396,11,12
43.2530038,-79.9200428,43.25302,-79.9200594,2023-03-18 04:13:15.711000+00:00,2023-03-18 04:12:14.884000+00:00,60.827,2.2486340077201468,0.03696769539382424,12,13
43.2530417,-79.9200753,43.2530038,-79.9200428,2023-03-18 04:14:16.672000+00:00,2023-03-18 04:13:15.711000+00:00,60.961,4.9693505411968,0.08151688032015222,13,14
43.2530699,-79.9201049,43.2530417,-79.9200753,2023-03-18 04:15:18.037000+00:00,2023-03-18 04:14:16.672000+00:00,61.365,3.948809830259411,0.06434954502174547,14,15
43.2530649,-79.9200953,43.2530699,-79.9201049,2023-03-18 04:16:19.228000+00:00,2023-03-18 04:15:18.037000+00:00,61.191,0.9572363486609026,0.01564341731073038,15,16
43.2530396,-79.9200839,43.2530649,-79.9200953,2023-03-18 04:17:20.401000+00:00,2023-03-18 04:16:19.228000+00:00,61.173,2.9592962238073643,0.048375855750206205,16,17
43.2530196,-79.9200522,43.2530396,-79.9200839,2023-03-18 04:18:21.616000+00:00,2023-03-18 04:17:20.401000+00:00,61.215,3.4005394476543476,0.05555075467866287,17,18
43.2530524,-79.9200912,43.2530196,-79.9200522,2023-03-18 04:19:22.764000+00:00,2023-03-18 04:18:21.616000+00:00,61.148,4.827914551334998,0.07895457825824226,18,19
43.2530462,-79.9200839,43.2530524,-79.9200912,2023-03-18 04:20:23.947000+00:00,2023-03-18 04:19:22.764000+00:00,61.183,0.9087714344834804,0.014853332371467244,19,20
43.2530472,-79.9200787,43.2530462,-79.9200839,2023-03-18 04:21:25.115000+00:00,2023-03-18 04:20:23.947000+00:00,61.168,0.43663908859978595,0.007138358105541884,20,21
43.2530522,-79.9200962,43.2530472,-79.9200787,2023-03-18 04:22:26.314000+00:00,2023-03-18 04:21:25.115000+00:00,61.199,1.5258061062073984,0.02493187970730565,21,22
43.2530452,-79.9200819,43.2530522,-79.9200962,2023-03-18 04:23:27.517000+00:00,2023-03-18 04:22:26.314000+00:00,61.203,1.397593919407969,0.02283538256961209,22,23
43.2530376,-79.9200868,43.2530452,-79.9200819,2023-03-18 04:24:28.796000+00:00,2023-03-18 04:23:27.517000+00:00,61.279,0.9334045504913466,0.015232046059683523,23,24
43.2530399,-79.9200921,43.2530376,-79.9200868,2023-03-18 04:25:29.985000+00:00,2023-03-18 04:24:28.796000+00:00,61.189,0.5005276703116378,0.008180026970724114,24,25
43.2530407,-79.9200707,43.2530399,-79.9200921,2023-03-18 04:26:31.207000+00:00,2023-03-18 04:25:29.985000+00:00,61.222,1.740070322433149,0.028422304440122,25,26
43.2530403,-79.92008,43.2530407,-79.9200707,2023-03-18 04:27:32.363000+00:00,2023-03-18 04:26:31.207000+00:00,61.156,0.7565180557744638,0.012370299819714563,26,27
43.2530469,-79.9200884,43.2530403,-79.92008,2023-03-18 04:28:33.542000+00:00,2023-03-18 04:27:32.363000+00:00,61.179,1.0014711479147906,0.016369524639415333,27,28
