start_lat,start_long,end_lat,end_long,start_time,end_time,total_time,total_distance,velocity
42.9110199031788,-85.8115864519463,42.9110204115873,-85.811585848666,2023-01-12 14:46:34.399,2023-01-12 14:46:33.399,1.0,0.07494523335111125,0.07494523335111125
42.9110193990497,-85.811586972174,42.9110199031788,-85.8115864519463,2023-01-12 14:46:35.399,2023-01-12 14:46:34.399,1.0,0.07029302342270363,0.07029302342270363
42.9110179392829,-85.8115874544712,42.9110193990497,-85.811586972174,2023-01-12 14:46:36.399,2023-01-12 14:46:35.399,1.0,0.1668807846290443,0.1668807846290443
42.911017340945,-85.8115875740072,42.9110179392829,-85.8115874544712,2023-01-12 14:46:37.399,2023-01-12 14:46:36.399,1.0,0.06718284770547567,0.06718284770547567
42.9110166368536,-85.8115875027404,42.911017340945,-85.8115875740072,2023-01-12 14:46:38.399,2023-01-12 14:46:37.399,1.0,0.07843441187374879,0.07843441187374879
42.9110172968217,-85.8115867461258,42.9110166368536,-85.8115875027404,2023-01-12 14:46:39.399,2023-01-12 14:46:38.399,1.0,0.09587794009446912,0.09587794009446912
42.9110180763656,-85.8115855202434,42.9110172968217,-85.8115867461258,2023-01-12 14:46:40.399,2023-01-12 14:46:39.399,1.0,0.13236456135598704,0.13236456135598704
42.9110188230348,-85.811584111442,42.9110180763656,-85.8115855202434,2023-01-12 14:46:41.399,2023-01-12 14:46:40.399,1.0,0.1418265193463315,0.1418265193463315
42.9110194672582,-85.8115828000355,42.9110188230348,-85.811584111442,2023-01-12 14:46:42.399,2023-01-12 14:46:41.399,1.0,0.12880075821628006,0.12880075821628006
42.9110199791609,-85.8115817054335,42.9110194672582,-85.8115828000355,2023-01-12 14:46:43.399,2023-01-12 14:46:42.399,1.0,0.10594041417577739,0.10594041417577739
42.9110199056234,-85.8115805781698,42.9110199791609,-85.8115817054335,2023-01-12 14:46:44.399,2023-01-12 14:46:43.399,1.0,0.09241249614547173,0.09241249614547173
42.9110197905678,-85.8115799101718,42.9110199056234,-85.8115805781698,2023-01-12 14:46:45.399,2023-01-12 14:46:44.399,1.0,0.05602522482459358,0.05602522482459358
42.9110196692624,-85.811579418184,42.9110197905678,-85.8115799101718,2023-01-12 14:46:46.399,2023-01-12 14:46:45.399,1.0,0.04237489451725522,0.04237489451725522
42.9110194880715,-85.8115790450066,42.9110196692624,-85.811579418184,2023-01-12 14:46:47.399,2023-01-12 14:46:46.399,1.0,0.036520879959270794,0.036520879959270794
42.9110193221517,-85.8115786512952,42.9110194880715,-85.8115790450066,2023-01-12 14:46:48.399,2023-01-12 14:46:47.399,1.0,0.037058892809522535,0.037058892809522535
42.9110195951386,-85.8115782965029,42.9110193221517,-85.8115786512952,2023-01-12 14:46:49.399,2023-01-12 14:46:48.399,1.0,0.04194110194660812,0.04194110194660812
42.9110202562948,-85.811577814771,42.9110195951386,-85.8115782965029,2023-01-12 14:46:50.399,2023-01-12 14:46:49.399,1.0,0.08331940618326687,0.08331940618326687
42.911020714556,-85.8115772994757,42.9110202562948,-85.811577814771,2023-01-12 14:46:51.399,2023-01-12 14:46:50.399,1.0,0.06604752228117132,0.06604752228117132
42.9110219231284,-85.8115763812221,42.911020714556,-85.8115772994757,2023-01-12 14:46:52.399,2023-01-12 14:46:51.399,1.0,0.15378114804812526,0.15378114804812526
42.9110232314965,-85.8115756154725,42.9110219231284,-85.8115763812221,2023-01-12 14:46:53.399,2023-01-12 14:46:52.399,1.0,0.15822774216123253,0.15822774216123253
42.9110242718856,-85.811575073074,42.9110232314965,-85.8115756154725,2023-01-12 14:46:54.399,2023-01-12 14:46:53.399,1.0,0.1237738959625177,0.1237738959625177
42.9110254639365,-85.8115742896278,42.9110242718856,-85.811575073074,2023-01-12 14:46:55.399,2023-01-12 14:46:54.399,1.0,0.1470696706207817,0.1470696706207817
42.9110266070099,-85.8115737505194,42.9110254639365,-85.8115742896278,2023-01-12 14:46:56.399,2023-01-12 14:46:55.399,1.0,0.13439955532052136,0.13439955532052136
42.9110275508418,-85.8115733657173,42.9110266070099,-85.8115737505194,2023-01-12 14:46:57.399,2023-01-12 14:46:56.399,1.0,0.10945842313953763,0.10945842313953763
42.9110288092981,-85.8115729908949,42.9110275508418,-85.8115733657173,2023-01-12 14:46:58.399,2023-01-12 14:46:57.399,1.0,0.14311443838599394,0.14311443838599394
42.9110299261015,-85.8115727722475,42.9110288092981,-85.8115729908949,2023-01-12 14:46:59.399,2023-01-12 14:46:58.399,1.0,0.12534493826382498,0.12534493826382498
42.9110310717755,-85.8115725983826,42.9110299261015,-85.8115727722475,2023-01-12 14:47:00.399,2023-01-12 14:46:59.399,1.0,0.1280634999164261,0.1280634999164261
42.911032125744,-85.8115724748662,42.9110310717755,-85.8115725983826,2023-01-12 14:47:01.399,2023-01-12 14:47:00.399,1.0,0.11752004162994847,0.11752004162994847
42.9110326156688,-85.8115725365079,42.911032125744,-85.8115724748662,2023-01-12 14:47:02.399,2023-01-12 14:47:01.399,1.0,0.054658504952526527,0.054658504952526527
42.9110330387557,-85.8115722632,42.9110326156688,-85.8115725365079,2023-01-12 14:47:03.399,2023-01-12 14:47:02.399,1.0,0.05203073381807195,0.05203073381807195
42.9110336558925,-85.8115723086472,42.9110330387557,-85.8115722632,2023-01-12 14:47:04.399,2023-01-12 14:47:03.399,1.0,0.06865871722256983,0.06865871722256983
42.9110339703596,-85.8115724090544,42.9110336558925,-85.8115723086472,2023-01-12 14:47:05.399,2023-01-12 14:47:04.399,1.0,0.035883730995823426,0.035883730995823426
42.9110343738333,-85.8115724578031,42.9110339703596,-85.8115724090544,2023-01-12 14:47:06.399,2023-01-12 14:47:05.399,1.0,0.044998720537541566,0.044998720537541566
42.9110340957954,-85.8115727793525,42.9110343738333,-85.8115724578031,2023-01-12 14:47:07.399,2023-01-12 14:47:06.399,1.0,0.040539872146172676,0.040539872146172676
42.9110340776912,-85.8115731064493,42.9110340957954,-85.8115727793525,2023-01-12 14:47:08.399,2023-01-12 14:47:07.399,1.0,0.026785850905997034,0.026785850905997034
42.9110342748398,-85.8115733797575,42.9110340776912,-85.8115731064493,2023-01-12 14:47:09.399,2023-01-12 14:47:08.399,1.0,0.03126920890982014,0.03126920890982014
42.9110341930572,-85.8115738490603,42.9110342748398,-85.8115733797575,2023-01-12 14:47:10.399,2023-01-12 14:47:09.399,1.0,0.03938479537370814,0.03938479537370814
42.9110340086631,-85.811574368685,42.9110341930572,-85.8115738490603,2023-01-12 14:47:11.399,2023-01-12 14:47:10.399,1.0,0.04711763747525209,0.04711763747525209
42.9110341825449,-85.8115746355244,42.9110340086631,-85.811574368685,2023-01-12 14:47:12.399,2023-01-12 14:47:11.399,1.0,0.02911917607719709,0.02911917607719709
42.9110337225546,-85.8115750689303,42.9110341825449,-85.8115746355244,2023-01-12 14:47:13.399,2023-01-12 14:47:12.399,1.0,0.062159737419254645,0.062159737419254645
42.9110339498949,-85.8115752538947,42.9110337225546,-85.8115750689303,2023-01-12 14:47:14.399,2023-01-12 14:47:13.399,1.0,0.029427312973032468,0.029427312973032468
42.9110338043479,-85.8115756705711,42.9110339498949,-85.8115752538947,2023-01-12 14:47:15.399,2023-01-12 14:47:14.399,1.0,0.03767157958060703,0.03767157958060703
42.9110332559998,-85.8115763059145,42.9110338043479,-85.8115756705711,2023-01-12 14:47:16.399,2023-01-12 14:47:15.399,1.0,0.0800155216360055,0.0800155216360055
