lat,long,time
42.9110204115873,-85.811585848666,2023-01-12 14:46:33.399
42.9110199031788,-85.8115864519463,2023-01-12 14:46:34.399
42.9110193990497,-85.811586972174,2023-01-12 14:46:35.399
42.9110179392829,-85.8115874544712,2023-01-12 14:46:36.399
42.911017340945,-85.8115875740072,2023-01-12 14:46:37.399
42.9110166368536,-85.8115875027404,2023-01-12 14:46:38.399
42.9110172968217,-85.8115867461258,2023-01-12 14:46:39.399
42.9110180763656,-85.8115855202434,2023-01-12 14:46:40.399
42.9110188230348,-85.811584111442,2023-01-12 14:46:41.399
42.9110194672582,-85.8115828000355,2023-01-12 14:46:42.399
42.9110199791609,-85.8115817054335,2023-01-12 14:46:43.399
42.9110199056234,-85.8115805781698,2023-01-12 14:46:44.399
42.9110197905678,-85.8115799101718,2023-01-12 14:46:45.399
42.9110196692624,-85.811579418184,2023-01-12 14:46:46.399
42.9110194880715,-85.8115790450066,2023-01-12 14:46:47.399
42.9110193221517,-85.8115786512952,2023-01-12 14:46:48.399
42.9110195951386,-85.8115782965029,2023-01-12 14:46:49.399
42.9110202562948,-85.811577814771,2023-01-12 14:46:50.399
42.911020714556,-85.8115772994757,2023-01-12 14:46:51.399
42.9110219231284,-85.8115763812221,2023-01-12 14:46:52.399
42.9110232314965,-85.8115756154725,2023-01-12 14:46:53.399
42.9110242718856,-85.811575073074,2023-01-12 14:46:54.399
42.9110254639365,-85.8115742896278,2023-01-12 14:46:55.399
42.9110266070099,-85.8115737505194,2023-01-12 14:46:56.399
42.9110275508418,-85.8115733657173,2023-01-12 14:46:57.399
42.9110288092981,-85.8115729908949,2023-01-12 14:46:58.399
42.9110299261015,-85.8115727722475,2023-01-12 14:46:59.399
42.9110310717755,-85.8115725983826,2023-01-12 14:47:00.399
42.911032125744,-85.8115724748662,2023-01-12 14:47:01.399
42.9110326156688,-85.8115725365079,2023-01-12 14:47:02.399
42.9110330387557,-85.8115722632,2023-01-12 14:47:03.399
42.9110336558925,-85.8115723086472,2023-01-12 14:47:04.399
42.9110339703596,-85.8115724090544,2023-01-12 14:47:05.399
42.9110343738333,-85.8115724578031,2023-01-12 14:47:06.399
42.9110340957954,-85.8115727793525,2023-01-12 14:47:07.399
42.9110340776912,-85.8115731064493,2023-01-12 14:47:08.399
42.9110342748398,-85.8115733797575,2023-01-12 14:47:09.399
42.9110341930572,-85.8115738490603,2023-01-12 14:47:10.399
42.9110340086631,-85.811574368685,2023-01-12 14:47:11.399
42.9110341825449,-85.8115746355244,2023-01-12 14:47:12.399
42.9110337225546,-85.8115750689303,2023-01-12 14:47:13.399
42.9110339498949,-85.8115752538947,2023-01-12 14:47:14.399
42.9110338043479,-85.8115756705711,2023-01-12 14:47:15.399
42.9110332559998,-85.8115763059145,2023-01-12 14:47:16.399
42.9110334242793,-85.8115766879402,2023-01-12 14:47:17.399
42.9110330696421,-85.8115774299748,2023-01-12 14:47:18.399
42.911032523812,-85.8115782073947,2023-01-12 14:47:19.399
42.9110316450532,-85.8115793106707,2023-01-12 14:47:20.399
42.9110309872764,-85.8115798573164,2023-01-12 14:47:21.399
42.9110298326099,-85.8115808723383,2023-01-12 14:47:22.399
42.9110290129445,-85.8115816888563,2023-01-12 14:47:23.399
42.9110280245249,-85.8115826350234,2023-01-12 14:47:24.399
42.9110268298232,-85.8115836850531,2023-01-12 14:47:25.399
42.9110252708578,-85.8115847903873,2023-01-12 14:47:26.399
42.9110244079441,-85.811585409687,2023-01-12 14:47:27.399
42.9110230089183,-85.811586308515,2023-01-12 14:47:28.399
42.9110218349008,-85.8115871187619,2023-01-12 14:47:29.399
42.911020398616,-85.8115879091848,2023-01-12 14:47:30.399
42.9110189118655,-85.8115887628603,2023-01-12 14:47:31.399
42.9110179590091,-85.811589458789,2023-01-12 14:47:32.399
42.9110176155542,-85.8115900635464,2023-01-12 14:47:33.399
42.91101717131,-85.8115907372319,2023-01-12 14:47:34.399
42.9110168196798,-85.8115913844922,2023-01-12 14:47:35.399
42.9110165577951,-85.8115919772334,2023-01-12 14:47:36.399
42.9110163467691,-85.8115926430217,2023-01-12 14:47:37.399
42.9110163267436,-85.8115930610952,2023-01-12 14:47:38.399
42.9110168721952,-85.8115933554156,2023-01-12 14:47:39.399
42.9110166701002,-85.81159346345,2023-01-12 14:47:40.399
42.911016872847,-85.8115937980733,2023-01-12 14:47:41.399
42.9110171064338,-85.8115939455518,2023-01-12 14:47:42.399
42.9110174213257,-85.8115939604828,2023-01-12 14:47:43.399
42.9110173204672,-85.8115940510542,2023-01-12 14:47:44.399
42.9110175374186,-85.8115941528457,2023-01-12 14:47:45.399
42.911017655862,-85.8115942355208,2023-01-12 14:47:46.399
