start_lat,start_long,end_lat,end_long,start_time,end_time,start_index,end_index,mode,middle_point
37.3170000895855,-121.975139578099,37.3170000895855,-121.975139578099,2023-01-12 18:58:23.500,2023-01-12 18:58:23.500,0,2,mode.STOP,1.0
37.3475955495935,-121.916123323319,37.3475955495935,-121.916123323319,2023-01-12 19:03:50.500,2023-01-12 19:03:50.500,327,329,mode.STOP,328.0
37.3515588638196,-121.922098177014,37.3515619493276,-121.922115363449,2023-01-12 19:04:44.499,2023-01-12 19:05:05.399,381,397,mode.STOP,389.0
