start_lat,start_long,end_lat,end_long,start_time,end_time,total_time,total_distance,velocity,start_index,end_index
43.2609995,-79.9227416,43.2610489,-79.9225135,2023-03-16 23:57:38.111000+00:00,2023-03-16 23:56:37.037000+00:00,61.074,19.316629109772858,0.31628236417743816,0,1
43.2607572,-79.9224969,43.2609995,-79.9227416,2023-03-16 23:58:39.099000+00:00,2023-03-16 23:57:38.111000+00:00,60.988,33.45725726570148,0.5485875461681229,1,2
43.2608813,-79.9226613,43.2607572,-79.9224969,2023-03-16 23:59:40.097000+00:00,2023-03-16 23:58:39.099000+00:00,60.998,19.190369684599986,0.3146065393062065,2,3
43.2610964,-79.9225045,43.2608813,-79.9226613,2023-03-17 00:00:41.141000+00:00,2023-03-16 23:59:40.097000+00:00,61.044,27.076951713550276,0.44356450615212434,3,4
43.2606072,-79.9220675,43.2610964,-79.9225045,2023-03-17 00:01:41.971000+00:00,2023-03-17 00:00:41.141000+00:00,60.83,64.90618495186396,1.067009451781423,4,5
43.2603602,-79.9215601,43.2606072,-79.9220675,2023-03-17 00:02:42.864000+00:00,2023-03-17 00:01:41.971000+00:00,60.893,49.500997601869784,0.8129177015727552,5,6
43.2600926135043,-79.9213081946666,43.2603602,-79.9215601,2023-03-17 00:03:42.993000+00:00,2023-03-17 00:02:42.864000+00:00,60.129,36.084961135154664,0.6001257485598408,6,7
43.260195861088,-79.9202503255328,43.2600926135043,-79.9213081946666,2023-03-17 00:04:43.999000+00:00,2023-03-17 00:03:42.993000+00:00,61.006,86.65738917204496,1.4204732185694022,7,8
43.2599358474097,-79.9198744522679,43.260195861088,-79.9202503255328,2023-03-17 00:05:43.999000+00:00,2023-03-17 00:04:43.999000+00:00,60.0,42.02255491963287,0.7003759153272144,8,9
43.2589806,-79.9197641,43.2599358474097,-79.9198744522679,2023-03-17 00:06:45.422000+00:00,2023-03-17 00:05:43.999000+00:00,61.423,106.50346824966996,1.7339346539516136,9,10
43.2597167567917,-79.9200282754254,43.2589806,-79.9197641,2023-03-17 00:07:47.744000+00:00,2023-03-17 00:06:45.422000+00:00,62.322,84.55155761589964,1.3566887714755567,10,11
43.2576792,-79.9191758,43.2597167567917,-79.9200282754254,2023-03-17 00:08:48.726000+00:00,2023-03-17 00:07:47.744000+00:00,60.982,236.71460181247915,3.8817126662372363,11,12
43.2576137,-79.9188803,43.2576792,-79.9191758,2023-03-17 00:09:49.756000+00:00,2023-03-17 00:08:48.726000+00:00,61.03,25.07361603591149,0.41084083296594276,12,13
