lat,long,time,id
43.2610239,-79.9228711,2023-03-17 16:59:49.954000+00:00,375
43.261024,-79.9228711,2023-03-17 17:00:51.093000+00:00,376
43.261024,-79.9228726,2023-03-17 17:01:51.987000+00:00,377
43.2609359,-79.9223597,2023-03-17 17:02:52.931000+00:00,378
43.2609198,-79.9223698,2023-03-17 17:03:53.991000+00:00,379
43.2604639,-79.9218163,2023-03-17 17:04:54.894000+00:00,380
43.2603641,-79.9212439,2023-03-17 17:05:56.158000+00:00,381
43.2603585,-79.9212483,2023-03-17 17:06:57.475000+00:00,382
43.260356,-79.9212477,2023-03-17 17:07:58.803000+00:00,383
43.2603508,-79.9212423,2023-03-17 17:09:00.169000+00:00,384
43.2601049,-79.9204209,2023-03-17 17:10:01.145000+00:00,385
43.2594341,-79.9198963,2023-03-17 17:11:02.105000+00:00,386
43.25839121,-79.91976856,2023-03-17 17:12:06.345000+00:00,387
43.2575616,-79.9196401,2023-03-17 17:13:08.410000+00:00,388
43.257546,-79.9187565,2023-03-17 17:14:09.452000+00:00,389
43.2568435,-79.9187779,2023-03-17 17:15:10.431000+00:00,390
43.2561073,-79.9191595,2023-03-17 17:16:11.379000+00:00,391
43.2551436,-79.9195022,2023-03-17 17:17:12.423000+00:00,392
43.2541312,-79.9201309,2023-03-17 17:18:13.478000+00:00,393
43.2536457,-79.9199847,2023-03-17 17:19:14.496000+00:00,394
43.252992,-79.9200502,2023-03-17 17:20:15.551000+00:00,395
43.2531112,-79.9201664,2023-03-17 17:21:16.858000+00:00,396
43.2530177,-79.9200682,2023-03-17 17:22:18.159000+00:00,397
43.2530069,-79.9200462,2023-03-17 17:23:19.356000+00:00,398
43.2530193,-79.9200547,2023-03-17 17:24:20.586000+00:00,399
43.2530378,-79.9200783,2023-03-17 17:25:21.841000+00:00,400
