lat,long,time
37.3170032768762,-121.975136586958,2023-01-12 18:58:22.500
37.3170000895855,-121.975139578099,2023-01-12 18:58:23.500
37.3169852436777,-121.975152890342,2023-01-12 18:58:24.500
37.3169580260288,-121.975176966078,2023-01-12 18:58:25.400
37.3169200150224,-121.975209442469,2023-01-12 18:58:26.400
37.3168701893516,-121.975241128891,2023-01-12 18:58:27.400
37.3168076398202,-121.975257790125,2023-01-12 18:58:28.400
37.3167398175536,-121.975243790017,2023-01-12 18:58:29.500
37.31667834752,-121.97519166476,2023-01-12 18:58:30.400
37.3166368853491,-121.975106523883,2023-01-12 18:58:31.500
37.3166060260546,-121.975003622418,2023-01-12 18:58:32.500
37.3165775527036,-121.974888460515,2023-01-12 18:58:33.400
37.3165493038339,-121.974759296017,2023-01-12 18:58:34.500
37.3165196874259,-121.974617507674,2023-01-12 18:58:35.400
37.3164879839786,-121.974461247018,2023-01-12 18:58:36.400
37.3164543022281,-121.974291401988,2023-01-12 18:58:37.500
37.3164170071116,-121.974109568055,2023-01-12 18:58:38.500
37.316378778078,-121.973914465985,2023-01-12 18:58:39.500
37.3163402851532,-121.973707839111,2023-01-12 18:58:40.500
37.3163013148219,-121.973492461484,2023-01-12 18:58:41.500
37.3162660312706,-121.973271898549,2023-01-12 18:58:42.500
37.3162351804664,-121.973042183578,2023-01-12 18:58:43.500
37.3162129241553,-121.972804953717,2023-01-12 18:58:44.500
37.3161980028842,-121.972558769018,2023-01-12 18:58:45.400
37.3161865278671,-121.972310999091,2023-01-12 18:58:46.400
37.3161752692352,-121.972059859778,2023-01-12 18:58:47.500
37.3161623149483,-121.971805330314,2023-01-12 18:58:48.500
37.3161490476956,-121.971547115502,2023-01-12 18:58:49.500
37.316135397034,-121.971287676165,2023-01-12 18:58:50.500
37.3161228488888,-121.971028774956,2023-01-12 18:58:51.500
37.316116317781,-121.970762816778,2023-01-12 18:58:52.500
37.3161168940657,-121.97048837473,2023-01-12 18:58:53.400
37.3161226290275,-121.970211090246,2023-01-12 18:58:54.500
37.3161309020545,-121.969935550763,2023-01-12 18:58:55.400
37.3161412929721,-121.969660035483,2023-01-12 18:58:56.400
37.3161529418601,-121.969375718615,2023-01-12 18:58:57.400
37.3161641856264,-121.969088372596,2023-01-12 18:58:58.500
37.3161741454995,-121.968799901206,2023-01-12 18:58:59.500
37.3161835072954,-121.968510906398,2023-01-12 18:59:00.500
37.3161930590428,-121.968223054813,2023-01-12 18:59:01.500
37.316204164815,-121.967935093879,2023-01-12 18:59:02.500
37.3162156638563,-121.967647575741,2023-01-12 18:59:03.500
37.3162256608933,-121.967360109012,2023-01-12 18:59:04.500
37.3162345037143,-121.967075984073,2023-01-12 18:59:05.500
37.3162428251076,-121.966791756372,2023-01-12 18:59:06.500
37.3162518898774,-121.966507609665,2023-01-12 18:59:07.500
37.3162613815992,-121.966221513454,2023-01-12 18:59:08.500
37.3162708269561,-121.965933683985,2023-01-12 18:59:09.500
37.3162809242509,-121.965644413618,2023-01-12 18:59:10.500
37.3162911839601,-121.965353546756,2023-01-12 18:59:11.500
37.3163010091813,-121.96506231471,2023-01-12 18:59:12.500
37.3163107014257,-121.964771866317,2023-01-12 18:59:13.500
37.3163199130739,-121.964481211983,2023-01-12 18:59:14.500
37.3163261877756,-121.964193081007,2023-01-12 18:59:15.400
37.3163296332822,-121.963905867674,2023-01-12 18:59:16.500
37.3163301257163,-121.963615702045,2023-01-12 18:59:17.500
37.3163286745974,-121.963326429957,2023-01-12 18:59:18.500
37.3163259679555,-121.963035572315,2023-01-12 18:59:19.500
37.3163222159136,-121.96274418424,2023-01-12 18:59:20.500
37.3163183120531,-121.962447336738,2023-01-12 18:59:21.500
37.3163153183432,-121.9621472633,2023-01-12 18:59:22.400
37.3163122028346,-121.961846135971,2023-01-12 18:59:23.500
37.3163084566744,-121.961543390244,2023-01-12 18:59:24.400
37.3163043850981,-121.961240220053,2023-01-12 18:59:25.400
37.3163002550843,-121.960935583119,2023-01-12 18:59:26.500
37.3162959863724,-121.960630365477,2023-01-12 18:59:27.500
37.3162926731392,-121.960328124039,2023-01-12 18:59:28.500
37.3162895324681,-121.960026583476,2023-01-12 18:59:29.500
37.3162856458135,-121.959726120075,2023-01-12 18:59:30.500
37.3162814818534,-121.959428949395,2023-01-12 18:59:31.500
37.3162768562042,-121.959132131214,2023-01-12 18:59:32.500
37.3162730963734,-121.958835815035,2023-01-12 18:59:33.500
37.3162721540213,-121.958539338708,2023-01-12 18:59:34.500
37.3162741890198,-121.958239385237,2023-01-12 18:59:35.400
37.3162795610286,-121.957937684991,2023-01-12 18:59:36.500
37.3162874562303,-121.957634485164,2023-01-12 18:59:37.400
37.3162980987181,-121.957332472539,2023-01-12 18:59:38.500
37.3163113722533,-121.957032089556,2023-01-12 18:59:39.500
37.3163271320423,-121.95673339067,2023-01-12 18:59:40.500
37.3163459798175,-121.956434809081,2023-01-12 18:59:41.500
37.3163674640756,-121.956136756837,2023-01-12 18:59:42.500
37.3163908720711,-121.955837158351,2023-01-12 18:59:43.500
37.316414585154,-121.955536971967,2023-01-12 18:59:44.500
37.316438832057,-121.955233397451,2023-01-12 18:59:45.500
37.3164651154455,-121.954926987335,2023-01-12 18:59:46.500
37.3164903361457,-121.954617975622,2023-01-12 18:59:47.500
37.3165097806785,-121.954305673903,2023-01-12 18:59:48.500
37.3165293128683,-121.953993691275,2023-01-12 18:59:49.500
37.3165509973044,-121.953682656546,2023-01-12 18:59:50.500
37.3165744645974,-121.95337254159,2023-01-12 18:59:51.500
37.3165970675115,-121.953061745481,2023-01-12 18:59:52.500
37.3166164975144,-121.952750021262,2023-01-12 18:59:53.500
37.3166318232471,-121.952437238057,2023-01-12 18:59:54.500
37.316642846456,-121.95212216834,2023-01-12 18:59:55.500
37.3166483407085,-121.951804893016,2023-01-12 18:59:56.500
37.3166509076161,-121.951484936686,2023-01-12 18:59:57.400
37.3166564719549,-121.951163170699,2023-01-12 18:59:58.500
37.3166643497165,-121.950837916681,2023-01-12 18:59:59.500
37.3166699686914,-121.950507352026,2023-01-12 19:00:00.500
37.3166713497684,-121.950171826115,2023-01-12 19:00:01.500
37.3166699158262,-121.949828669846,2023-01-12 19:00:02.500
37.3166666687532,-121.949484553402,2023-01-12 19:00:03.500
37.3166631367911,-121.949134015135,2023-01-12 19:00:04.500
37.3166594208425,-121.948778763047,2023-01-12 19:00:05.500
37.3166538289609,-121.948420093736,2023-01-12 19:00:06.500
37.3166473015448,-121.948058232293,2023-01-12 19:00:07.500
37.316645614042,-121.947693898439,2023-01-12 19:00:08.500
37.316646824731,-121.947328458072,2023-01-12 19:00:09.500
37.3166517326947,-121.946961788898,2023-01-12 19:00:10.500
37.3166580674671,-121.946591282156,2023-01-12 19:00:11.500
37.3166643678974,-121.946218587654,2023-01-12 19:00:12.400
37.3166712018255,-121.94584371451,2023-01-12 19:00:13.400
37.3166783537665,-121.945471992786,2023-01-12 19:00:14.400
37.3166854033016,-121.945114909756,2023-01-12 19:00:15.400
37.3166913222555,-121.944779537179,2023-01-12 19:00:16.400
37.3166965817364,-121.944465911575,2023-01-12 19:00:17.500
37.3167010010242,-121.944172708444,2023-01-12 19:00:18.400
37.3167050156714,-121.943895257148,2023-01-12 19:00:19.400
37.3167130864662,-121.943628876494,2023-01-12 19:00:20.400
37.3167321690166,-121.943367845373,2023-01-12 19:00:21.500
37.3167651853544,-121.943110790174,2023-01-12 19:00:22.400
37.3168117403107,-121.942862755519,2023-01-12 19:00:23.500
37.3168708464308,-121.942614311887,2023-01-12 19:00:24.400
37.3169423054961,-121.942372148802,2023-01-12 19:00:25.400
37.3170262982611,-121.942137668793,2023-01-12 19:00:26.400
37.3171226684793,-121.941912851028,2023-01-12 19:00:27.500
37.3172300086749,-121.941695688305,2023-01-12 19:00:28.400
37.3173488158897,-121.941485514794,2023-01-12 19:00:29.500
37.3174766600617,-121.941286248875,2023-01-12 19:00:30.400
37.317614339918,-121.941098786437,2023-01-12 19:00:31.400
37.317760040365,-121.940924537777,2023-01-12 19:00:32.400
37.3179126906627,-121.940763822514,2023-01-12 19:00:33.500
37.3180699459764,-121.940616731364,2023-01-12 19:00:34.400
37.3182308548466,-121.940484802968,2023-01-12 19:00:35.400
37.3183955951262,-121.940367482091,2023-01-12 19:00:36.500
37.3185621050038,-121.940264421445,2023-01-12 19:00:37.400
37.3187319447407,-121.940175158061,2023-01-12 19:00:38.500
37.318902871678,-121.940099137393,2023-01-12 19:00:39.500
37.3190757018709,-121.940035414337,2023-01-12 19:00:40.500
37.3192542767648,-121.939983174126,2023-01-12 19:00:41.500
37.3194393738724,-121.93994312752,2023-01-12 19:00:42.500
37.3196303589365,-121.939914888059,2023-01-12 19:00:43.500
37.3198260820007,-121.93990031267,2023-01-12 19:00:44.500
37.3200232804473,-121.939902006449,2023-01-12 19:00:45.400
37.3202179612862,-121.939921215115,2023-01-12 19:00:46.400
37.3204116150079,-121.939952448283,2023-01-12 19:00:47.400
37.3206081843552,-121.939990661284,2023-01-12 19:00:48.400
37.3208098891126,-121.940034442377,2023-01-12 19:00:49.400
37.3210203448386,-121.940081258712,2023-01-12 19:00:50.400
37.3212372404092,-121.940128092972,2023-01-12 19:00:51.400
37.3214616918975,-121.940176513296,2023-01-12 19:00:52.400
37.3216919556355,-121.94022686548,2023-01-12 19:00:53.400
37.3219275563739,-121.940278487945,2023-01-12 19:00:54.400
37.3221665857229,-121.940327213224,2023-01-12 19:00:55.500
37.322410101876,-121.94036943917,2023-01-12 19:00:56.400
37.3226580137003,-121.940410807177,2023-01-12 19:00:57.400
37.3229094662359,-121.940452453786,2023-01-12 19:00:58.500
37.3231637480332,-121.940490912431,2023-01-12 19:00:59.500
37.3234193419703,-121.940528244195,2023-01-12 19:01:00.500
37.3236722951031,-121.940563450308,2023-01-12 19:01:01.400
37.3239223483251,-121.940597086813,2023-01-12 19:01:02.500
37.3241677117616,-121.9406265422,2023-01-12 19:01:03.500
37.3244075113167,-121.940651051687,2023-01-12 19:01:04.500
37.3246449698616,-121.940665851939,2023-01-12 19:01:05.400
37.3248872578535,-121.940675497756,2023-01-12 19:01:06.400
37.3251356664753,-121.940682323238,2023-01-12 19:01:07.400
37.3253906999902,-121.94068686879,2023-01-12 19:01:08.400
37.3256526668739,-121.94068954322,2023-01-12 19:01:09.400
37.3259207979401,-121.940691587912,2023-01-12 19:01:10.500
37.3261927356785,-121.940694046622,2023-01-12 19:01:11.400
37.3264676044306,-121.94069653512,2023-01-12 19:01:12.400
