start_lat,start_long,total_time,total_distance,velocity
51.336371,-0.25092,1.0,3.6326801712752026,3.6326801712752026
51.33639,-0.250884,1.0,3.280608664876856,3.280608664876856
51.336413,-0.250843,1.0,3.835569353089611,3.835569353089611
51.336432,-0.250805,1.0,3.388384330830145,3.388384330830145
51.336455,-0.250765,1.0,3.7839395832441918,3.7839395832441918
51.336477,-0.250724,1.0,3.7622569020270547,3.7622569020270547
51.336497,-0.25069,1.0,3.2504120647691432,3.2504120647691432
51.336518,-0.250648,1.0,3.745052156313165,3.745052156313165
51.336537,-0.250622,1.0,2.7841188295549593,2.7841188295549593
51.336559,-0.250586,1.0,3.5049670154313484,3.5049670154313484
51.336583,-0.250558,1.0,3.3071135322944487,3.3071135322944487
51.336614,-0.250537,1.0,3.746544866802928,3.746544866802928
51.336642,-0.250535,1.0,3.1182484595998234,3.1182484595998234
51.336682,-0.250549,1.0,4.555880702358595,4.555880702358595
51.336711,-0.250567,1.0,3.4616569595594093,3.4616569595594093
51.336744,-0.250594,1.0,4.125479813552205,4.125479813552205
51.336773,-0.250623,1.0,3.8070795578759835,3.8070795578759835
51.336803,-0.250654,1.0,3.975789633208857,3.975789633208857
51.336829,-0.250681,1.0,3.450741445555511,3.450741445555511
51.336853,-0.250708,1.0,3.266473863753184,3.266473863753184
51.336878,-0.250736,1.0,3.397566020380368,3.397566020380368
51.336903,-0.250767,1.0,3.5217948952484432,3.5217948952484432
51.33693,-0.250799,1.0,3.741157668313796,3.741157668313796
51.336953,-0.250829,1.0,3.3043208861357454,3.3043208861357454
51.336982,-0.250862,1.0,3.962096604692499,3.962096604692499
51.337007,-0.250891,1.0,3.4380589313783214,3.4380589313783214
51.337035,-0.250919,1.0,3.675795156420992,3.675795156420992
51.33706,-0.250947,1.0,3.3975616538899596,3.3975616538899596
51.337086,-0.250979,1.0,3.6524257411979275,3.6524257411979275
51.337112,-0.25101,1.0,3.610298573487073,3.610298573487073
51.337139,-0.251048,1.0,4.004484584310305,4.004484584310305
