start_lat,start_long,end_lat,end_long,start_time,end_time,start_index,end_index,mode,middle_point
43.2576792,-79.9191758,43.2597167567917,-79.9200282754254,2023-03-17 00:08:48.726000+00:00,2023-03-17 00:07:47.744000+00:00,11,12,mode.STOP,11.5
