time,lat,long,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,timestamp_ms,time_offset,distance,starttimestamp_ms,profile_name,battery_charging
2023-03-16T23:56:37.037Z,43.2610489,-79.9225135,59.1000022888183,30,,,0,network,,,,,,,,61,,1679010997037,2023-03-16T19:56:37.037-04:00,0,1679010996185,Default Profile,FALSE
2023-03-16T23:57:38.111Z,43.2609995,-79.9227416,62.7000007629394,26.4,,,0,network,,,,,,,,61,,1679011058111,2023-03-16T19:57:38.111-04:00,19.2702246612854,1679010996185,Default Profile,FALSE
2023-03-16T23:58:39.099Z,43.2607572,-79.9224969,62.8000030517578,21.6,,,0,network,,,,,,,,61,,1679011119099,2023-03-16T19:58:39.099-04:00,52.7147163862115,1679010996185,Default Profile,FALSE
2023-03-16T23:59:40.097Z,43.2608813,-79.9226613,62.8000030517578,24.324,,,0,network,,,,,,,,61,,1679011180097,2023-03-16T19:59:40.097-04:00,71.8887931672511,1679010996185,Default Profile,FALSE
2023-03-17T00:00:41.141Z,43.2610964,-79.9225045,59.4000015258789,21.619,,,0,network,,,,,,,,61,,1679011241141,2023-03-16T20:00:41.141-04:00,98.9681026540954,1679010996185,Default Profile,FALSE
2023-03-17T00:01:41.971Z,43.2606072,-79.9220675,62.8000030517578,33.805,,,0,network,,,,,,,,61,,1679011301971,2023-03-16T20:01:41.971-04:00,163.861963596291,1679010996185,Default Profile,FALSE
2023-03-17T00:02:42.864Z,43.2603602,-79.9215601,62.4000015258789,16.716,,,0,network,,,,,,,,61,,1679011362864,2023-03-16T20:02:42.864-04:00,213.284071796909,1679010996185,Default Profile,FALSE
2023-03-17T00:03:42.993Z,43.2600926135043,-79.9213081946666,74.2684743996311,22.493893,,0,10,gps,0.9,1.7,2,-35.3,,,,61,,1679011422993,2023-03-16T20:03:42.993-04:00,249.359300340769,1679010996185,Default Profile,FALSE
2023-03-17T00:04:43.999Z,43.260195861088,-79.9202503255328,66.3132350877288,10.652373,93.96007,1.337266,6,gps,1.3,1.8,2.2,-35.3,,,,61,,1679011483999,2023-03-16T20:04:43.999-04:00,335.788962060908,1679010996185,Default Profile,FALSE
2023-03-17T00:05:43.999Z,43.2599358474097,-79.9198744522679,67.3309742580676,5.595869,117.09161,0.08211396,9,gps,1,1.7,1.9,-35.3,,,,61,,1679011543999,2023-03-16T20:05:43.999-04:00,377.769308089877,1679010996185,Default Profile,FALSE
