time,lat,long,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation,timestamp_ms,time_offset,distance,starttimestamp_ms,profile_name,battery_charging
2023-03-18T04:00:00.643Z,43.2530402,-79.9200829,63.2000007629394,15.256,,,0,network,,,,,,,,16,,1679112000643,2023-03-18T00:00:00.643-04:00,4067.68208310822,1679057928579,Default Profile,FALSE
2023-03-18T04:01:01.819Z,43.2530487,-79.9200733,63.2000007629394,16.83,,,0,network,,,,,,,,16,,1679112061819,2023-03-18T00:01:01.819-04:00,4068.90592575386,1679057928579,Default Profile,FALSE
2023-03-18T04:02:03.082Z,43.253056,-79.9200965,63.2000007629394,17.816,,,0,network,,,,,,,,16,,1679112123082,2023-03-18T00:02:03.082-04:00,4070.95266996791,1679057928579,Default Profile,FALSE
2023-03-18T04:03:04.231Z,43.253043,-79.9200822,63.2000007629394,15.513,,,0,network,,,,,,,,16,,1679112184231,2023-03-18T00:03:04.231-04:00,4072.8049119358,1679057928579,Default Profile,FALSE
2023-03-18T04:04:05.466Z,43.2530291,-79.9200671,63.4000015258789,15.662,,,0,network,,,,,,,,15,,1679112245466,2023-03-18T00:04:05.466-04:00,4074.77580171702,1679057928579,Default Profile,FALSE
2023-03-18T04:05:06.652Z,43.2530711,-79.9200973,63.2000007629394,15.067,,,0,network,,,,,,,,15,,1679112306652,2023-03-18T00:05:06.652-04:00,4080.04767373335,1679057928579,Default Profile,FALSE
2023-03-18T04:06:07.870Z,43.2530501,-79.920088,63.4000015258789,22.715,,,0,network,,,,,,,,15,,1679112367870,2023-03-18T00:06:07.870-04:00,4082.5012306273,1679057928579,Default Profile,FALSE
2023-03-18T04:07:09.134Z,43.253052,-79.9200735,63.2000007629394,18.903,,,0,network,,,,,,,,15,,1679112429134,2023-03-18T00:07:09.134-04:00,4083.69439702298,1679057928579,Default Profile,FALSE
2023-03-18T04:08:10.360Z,43.25303,-79.9200777,63.4000015258789,18.621,,,0,network,,,,,,,,15,,1679112490360,2023-03-18T00:08:10.360-04:00,4086.16422010974,1679057928579,Default Profile,FALSE
2023-03-18T04:09:11.515Z,43.253014,-79.9200483,63.4000015258789,20.088,,,0,network,,,,,,,,14,,1679112551515,2023-03-18T00:09:11.515-04:00,4089.13651364727,1679057928579,Default Profile,FALSE
2023-03-18T04:10:12.742Z,43.2530276,-79.9200801,63.4000015258789,24.204,,,0,network,,,,,,,,14,,1679112612742,2023-03-18T00:10:12.742-04:00,4092.12307389172,1679057928579,Default Profile,FALSE
2023-03-18T04:11:13.607Z,43.2530621,-79.9200653,63,20.359,,,0,network,,,,,,,,14,,1679112673607,2023-03-18T00:11:13.607-04:00,4096.14218896955,1679057928579,Default Profile,FALSE
2023-03-18T04:12:14.884Z,43.25302,-79.9200594,63.4000015258789,18.213,,,0,network,,,,,,,,14,,1679112734884,2023-03-18T00:12:14.884-04:00,4100.84781809473,1679057928579,Default Profile,FALSE
2023-03-18T04:13:15.711Z,43.2530038,-79.9200428,63.4000015258789,20,,,0,network,,,,,,,,14,,1679112795711,2023-03-18T00:13:15.711-04:00,4103.09554263252,1679057928579,Default Profile,FALSE
2023-03-18T04:14:16.672Z,43.2530417,-79.9200753,63.2000007629394,25.509,,,0,network,,,,,,,,14,,1679112856672,2023-03-18T00:14:16.672-04:00,4108.06425236186,1679057928579,Default Profile,FALSE
2023-03-18T04:15:18.037Z,43.2530699,-79.9201049,63.2000007629394,14.171,,,0,network,,,,,,,,13,,1679112918037,2023-03-18T00:15:18.037-04:00,4112.01130812078,1679057928579,Default Profile,FALSE
2023-03-18T04:16:19.228Z,43.2530649,-79.9200953,63.2000007629394,20.959,,,0,network,,,,,,,,13,,1679112979228,2023-03-18T00:16:19.228-04:00,4112.96712015123,1679057928579,Default Profile,FALSE
2023-03-18T04:17:20.401Z,43.2530396,-79.9200839,63.2000007629394,17.777,,,0,network,,,,,,,,13,,1679113040401,2023-03-18T00:17:20.401-04:00,4115.92797614671,1679057928579,Default Profile,FALSE
2023-03-18T04:18:21.616Z,43.2530196,-79.9200522,63.2000007629394,16.771,,,0,network,,,,,,,,13,,1679113101616,2023-03-18T00:18:21.616-04:00,4119.32454981045,1679057928579,Default Profile,FALSE
2023-03-18T04:19:22.764Z,43.2530524,-79.9200912,63.2000007629394,15.521,,,0,network,,,,,,,,13,,1679113162764,2023-03-18T00:19:22.764-04:00,4124.14929110343,1679057928579,Default Profile,FALSE
